1,291.61,46.412,0.025399,16.937,0.0032715,6.6419e-07,572.1,1017,298.15,2001,83.336,0.9,23000,0.35035,0.005723,1,1e-06,0.48021,0.84441,307.55,295.15,25,-0.0022023,-0.0033687,1.7777,9.8564e-07,-1.0071e-05,0.00010577,1.1892e-05,6.5626e-06,0.00039294,4.2994e-07,0.295,0.025399,41.668,0,0,23000,2.3628,0.30005,46.908,1.0861e-06,82.3,133.38,344.34,-35.647,-16.883,82.504,-0.12702,-0.0010092
2,291.72,46.429,0.025391,16.936,0.0032746,3.3253e-06,572.1,1017,298.15,2001,78.144,0.9,23000,0.25962,0.005723,0.99966,5e-06,0.5126,0.84516,307.54,295.15,36,-0.0022027,-0.0011346,1.7777,1.4206e-07,-5.158e-07,3.1216e-05,2.4144e-05,-1.6291e-05,-2.4549e-05,1.2346e-07,0.295,0.025391,39.072,0,0,23000,2.3652,0.35813,46.934,1.6706e-05,61.009,111.85,344.24,-35.653,-16.881,82.535,-0.62844,-0.0010126
3,291.79,46.439,0.025401,16.957,0.003281,6.6632e-06,572.1,1017,298.15,2002,74.184,0.9,23000,0.19027,0.005723,1.0001,1e-05,0.54102,0.84629,307.54,295.15,24,-0.0022003,-0.0036819,1.7777,-2.8337e-08,3.5972e-06,0.00012203,5.967e-05,9.3559e-06,-0.00012169,4.701e-07,0.295,0.025401,37.092,0,0,23000,2.3668,0.4207,46.985,5.4356e-05,44.705,95.399,344.61,-35.709,-16.894,82.633,-1.2254,-0.0010094
4,291.8,46.441,0.025395,16.944,0.0032855,1.0049e-05,572.1,1017,298.15,2001,73.277,0.9,23000,0.16987,0.005723,0.99981,1.5e-05,0.54846,0.8476,307.53,295.15,36,-0.0022022,-0.0010624,1.7777,1.8745e-07,-6.4992e-07,3.123e-05,4.9752e-05,-1.9838e-05,-3.0564e-05,1.2347e-07,0.295,0.025395,36.639,0,0,23000,2.3719,0.44372,46.988,0.00010519,39.923,90.574,344.44,-35.699,-16.903,82.648,-1.7381,-0.0010147
5,291.78,46.438,0.025398,16.959,0.0032893,1.3457e-05,572.1,1017,298.15,2002,74.855,0.9,23000,0.19842,0.005723,0.99999,2e-05,0.53752,0.84853,307.53,295.15,24,-0.0021989,-0.0036445,1.7777,-2.0749e-08,3.2833e-06,0.00012252,8.0197e-05,-5.5103e-06,-0.00014107,4.719e-07,0.295,0.025398,37.427,0,0,23000,2.3725,0.41342,46.971,0.00016895,46.611,97.325,344.53,-35.729,-16.903,82.646,-2.1517,-0.0010106
6,291.7,46.426,0.025398,16.949,0.0032923,1.6949e-05,572.1,1017,298.15,2002,79.462,0.9,23000,0.27592,0.005723,0.99999,2.5e-05,0.50682,0.84953,307.53,295.15,24,-0.0021984,-0.0036226,1.7777,2.3861e-07,3.7321e-06,0.00012341,9.7409e-05,-1.2848e-06,-0.00015679,4.7482e-07,0.295,0.025398,39.731,0,0,23000,2.3762,0.34804,46.951,0.00025398,64.789,115.71,344.45,-35.758,-16.911,82.673,-2.4034,-0.0010116
7,291.39,46.376,0.0254,16.923,0.0032688,6.6367e-07,572.1,1017,298.15,2001,91.903,0.9,23000,0.35035,0.0080122,1,1e-06,0.43509,0.84434,307.55,295.15,31,-0.0022012,-0.0018587,1.7777,1.4755e-07,-4.2996e-07,5.4455e-05,1.267e-05,-1.2877e-05,-2.2119e-05,2.1531e-07,0.295,0.0254,45.952,0,0,23000,2.3628,0.2401,46.804,1.2655e-06,115.14,166.54,344.08,-35.588,-16.868,82.339,-0.12678,-0.0010114
8,291.59,46.409,0.025398,16.95,0.003275,3.3247e-06,572.1,1017,298.15,2001,84.209,0.9,23000,0.25962,0.0080122,1,5e-06,0.47573,0.84537,307.55,295.15,26,-0.0022019,-0.0030081,1.7777,1.2258e-06,-1.0776e-05,9.5217e-05,2.8017e-05,-1.0658e-05,0.000371,3.8802e-07,0.295,0.025398,42.104,0,0,23000,2.3635,0.29353,46.905,1.8447e-05,85.364,136.48,344.32,-35.681,-16.876,82.515,-0.62917,-0.0010105
9,291.71,46.428,0.025401,16.946,0.0032801,6.6632e-06,572.1,1017,298.15,2002,78.593,0.9,23000,0.19027,0.0080122,1.0001,1e-05,0.51052,0.84625,307.54,295.15,24,-0.0022002,-0.0036803,1.7777,-6.079e-08,4.0445e-06,0.00012315,6.9832e-05,9.9101e-07,-0.00010056,4.7397e-07,0.295,0.025401,39.296,0,0,23000,2.3677,0.35364,46.965,5.8451e-05,62.562,113.46,344.52,-35.696,-16.897,82.615,-1.2243,-0.0010096
10,291.74,46.432,0.025399,16.943,0.0032844,1.0036e-05,572.1,1017,298.15,2002,76.998,0.9,23000,0.16987,0.0080122,1,1.5e-05,0.52179,0.84737,307.53,295.15,24,-0.0021995,-0.003656,1.7777,1.4353e-07,3.5321e-06,0.00012282,7.665e-05,-9.8674e-06,-0.00017918,4.7269e-07,0.295,0.025399,38.499,0,0,23000,2.3713,0.37664,46.964,0.00011665,55.855,106.67,344.51,-35.71,-16.905,82.638,-1.7439,-0.0010104
11,291.7,46.426,0.025398,16.945,0.0032882,1.3458e-05,572.1,1017,298.15,2002,79.488,0.9,23000,0.19842,0.0080122,0.99998,2e-05,0.50602,0.84847,307.53,295.15,24,-0.0021988,-0.0036334,1.7777,1.24e-07,3.8116e-06,0.00012334,9.0486e-05,-4.1499e-06,-0.00016065,4.7451e-07,0.295,0.025398,39.744,0,0,23000,2.3738,0.34631,46.948,0.00019144,65.224,116.15,344.44,-35.744,-16.905,82.654,-2.1488,-0.0010112
12,291.56,46.403,0.0254,16.951,0.0032922,1.6964e-05,572.1,1017,298.15,2001,86.177,0.9,23000,0.27592,0.0080122,1,2.5e-05,0.46731,0.84985,307.53,295.15,33,-0.0021999,-0.0013875,1.7777,2.1195e-07,-5.2999e-07,4.3624e-05,6.9767e-05,-1.3863e-05,-2.5565e-05,1.7232e-07,0.295,0.0254,43.089,0,0,23000,2.3757,0.28383,46.895,0.00026969,90.678,141.88,344.28,-35.729,-16.897,82.573,-2.3907,-0.0010166
13,291.25,46.353,0.0254,16.905,0.0032676,6.6251e-07,572.1,1017,298.15,2001,96.331,0.9,23000,0.35035,0.009157,1,1e-06,0.41493,0.8444,307.54,295.15,26,-0.0021986,-0.0030431,1.7777,2.0973e-07,-7.8034e-08,9.4829e-05,9.6817e-06,3.0023e-06,-6.8951e-07,3.7476e-07,0.295,0.0254,48.165,0,0,23000,2.3644,0.21832,46.735,1.3365e-06,131.53,183.08,343.92,-35.6,-16.871,82.303,-0.12716,-0.0010101
14,291.52,46.396,0.0254,16.942,0.0032742,3.3235e-06,572.1,1017,298.15,2001,87.406,0.9,23000,0.25962,0.009157,1,5e-06,0.45823,0.84534,307.55,295.15,33,-0.0022016,-0.0015035,1.7777,1.488e-07,-4.1289e-07,4.3363e-05,2.2348e-05,-1.1392e-05,-1.9461e-05,1.7147e-07,0.295,0.0254,43.703,0,0,23000,2.364,0.26919,46.866,1.9621e-05,97.546,148.78,344.23,-35.616,-16.873,82.415,-0.62856,-0.0010128
15,291.67,46.421,0.025398,16.942,0.0032789,6.6631e-06,572.1,1017,298.15,2002,80.805,0.9,23000,0.19027,0.009157,1,1e-05,0.49637,0.84617,307.54,295.15,25,-0.0022002,-0.0033117,1.7777,-9.6616e-08,3.6743e-06,0.00011148,7.7097e-05,-1.155e-05,-0.00013421,4.2819e-07,0.295,0.025398,40.403,0,0,23000,2.3675,0.32751,46.945,6.2583e-05,71.482,122.47,344.41,-35.682,-16.89,82.577,-1.2229,-0.0010104
16,291.71,46.427,0.025399,16.943,0.0032841,1.0035e-05,572.1,1017,298.15,2002,79.023,0.9,23000,0.16987,0.009157,1,1.5e-05,0.50836,0.84737,307.53,295.15,24,-0.0021994,-0.0036554,1.7777,6.8037e-08,3.9931e-06,0.00012316,7.9769e-05,8.4195e-07,-0.00015266,4.7389e-07,0.295,0.025399,39.512,0,0,23000,2.371,0.35015,46.952,0.00012242,63.824,114.73,344.46,-35.705,-16.901,82.617,-1.7432,-0.0010105
17,291.66,46.418,0.025403,16.952,0.0032887,1.346e-05,572.1,1017,298.15,2002,81.875,0.9,23000,0.19842,0.009157,1.0001,2e-05,0.49134,0.84858,307.53,295.15,24,-0.0021988,-0.0036286,1.7777,3.4239e-08,4.4066e-06,0.00012387,9.6242e-05,1.6764e-05,-8.4101e-05,4.7657e-07,0.295,0.025403,40.937,0,0,23000,2.3731,0.32037,46.951,0.00019776,74.524,125.57,344.5,-35.746,-16.904,82.651,-2.1482,-0.0010112
18,291.47,46.389,0.025397,16.948,0.003291,1.695e-05,572.1,1017,298.15,2001,89.466,0.9,23000,0.27592,0.009157,1,2.5e-05,0.44996,0.84989,307.53,295.15,26,-0.0021987,-0.002933,1.7777,1.0088e-06,-4.6145e-06,9.5362e-05,6.3305e-05,1.0063e-05,-0.00020568,3.8848e-07,0.295,0.025397,44.733,0,0,23000,2.3753,0.25989,46.834,0.00028299,103.59,154.9,344.18,-35.687,-16.889,82.464,-2.3961,-0.0010135
19,291.09,46.328,0.0254,16.895,0.0032656,6.6214e-07,572.1,1017,298.15,2001,100.83,0.9,23000,0.35035,0.010301,1,1e-06,0.39618,0.84434,307.54,295.15,32,-0.0021979,-0.0016841,1.7777,5.4824e-08,2.5941e-07,4.8676e-05,1.0691e-05,1.4695e-05,1.1595e-05,1.9244e-07,0.295,0.0254,50.414,0,0,23000,2.3644,0.20014,46.661,1.336e-06,147.89,199.59,343.73,-35.576,-16.86,82.205,-0.12696,-0.0010121
20,291.43,46.382,0.0254,16.94,0.0032731,3.3231e-06,572.1,1017,298.15,2001,90.595,0.9,23000,0.25962,0.010301,1,5e-06,0.44194,0.8453,307.55,295.15,31,-0.0022012,-0.0018069,1.7777,1.6684e-07,-5.4284e-07,5.458e-05,3.0132e-05,-1.746e-05,-2.8762e-05,2.1574e-07,0.295,0.0254,45.298,0,0,23000,2.3635,0.24859,46.834,2.0532e-05,109.69,161.06,344.13,-35.631,-16.865,82.392,-0.62818,-0.0010126
21,291.62,46.413,0.025398,16.951,0.00328,6.6667e-06,572.1,1017,298.15,2001,83.084,0.9,23000,0.19027,0.010301,0.99999,1e-05,0.48291,0.84659,307.54,295.15,25,-0.0022012,-0.0033058,1.7777,1.3435e-06,-1.1119e-05,0.00010596,3.5889e-05,-1.0662e-05,0.00036957,4.3056e-07,0.295,0.025398,41.542,0,0,23000,2.367,0.30512,46.911,6.4565e-05,80.434,131.5,344.35,-35.701,-16.885,82.547,-1.2225,-0.001011
22,291.67,46.421,0.025399,16.943,0.0032837,1.0035e-05,572.1,1017,298.15,2002,81.036,0.9,23000,0.16987,0.010301,1,1.5e-05,0.49568,0.84737,307.53,295.15,24,-0.0021993,-0.0036481,1.7777,-1.4038e-07,4.6931e-06,0.00012339,8.3747e-05,1.932e-05,-7.8795e-05,4.7469e-07,0.295,0.025399,40.518,0,0,23000,2.3707,0.32716,46.94,0.00012928,71.786,122.78,344.41,-35.728,-16.897,82.624,-1.7424,-0.0010107
23,291.6,46.41,0.025398,16.954,0.0032887,1.3466e-05,572.1,1017,298.15,2001,84.229,0.9,23000,0.19842,0.010301,1,2e-05,0.47761,0.84888,307.53,295.15,25,-0.0021998,-0.0032606,1.7777,1.4097e-06,-1.1119e-05,0.00010618,5.6539e-05,-3.5018e-06,0.00037809,4.3123e-07,0.295,0.025398,42.115,0,0,23000,2.3729,0.29807,46.901,0.00020372,83.849,134.96,344.33,-35.725,-16.894,82.569,-2.1457,-0.0010125
24,291.38,46.374,0.0254,16.943,0.0032902,1.6946e-05,572.1,1017,298.15,2001,92.931,0.9,23000,0.27592,0.010301,1,2.5e-05,0.43309,0.84989,307.53,295.15,30,-0.0021981,-0.0019342,1.7777,2.0896e-07,-3.5014e-07,6.0855e-05,5.9664e-05,-5.7339e-06,-1.6719e-05,2.4042e-07,0.295,0.0254,46.465,0,0,23000,2.3755,0.23965,46.792,0.00030567,116.5,167.94,344.06,-35.679,-16.886,82.416,-2.3928,-0.0010155
25,291,46.315,0.0254,16.903,0.0032645,6.6197e-07,572.1,1017,298.15,2001,103.15,0.9,23000,0.35035,0.010874,1,1e-06,0.38714,0.84432,307.55,295.15,32,-0.0021975,-0.0016772,1.7777,4.7695e-08,2.7502e-07,4.86e-05,1.2049e-05,1.4808e-05,1.1644e-05,1.9206e-07,0.295,0.0254,51.575,0,0,23000,2.3625,0.19213,46.622,1.3231e-06,156.06,207.84,343.62,-35.534,-16.845,82.1,-0.1269,-0.0010126
26,291.38,46.375,0.0254,16.938,0.0032728,3.3215e-06,572.1,1017,298.15,2001,92.195,0.9,23000,0.25962,0.010874,1,5e-06,0.43423,0.84537,307.55,295.15,27,-0.0022004,-0.0027222,1.7777,1.1418e-07,-7.0045e-07,8.4564e-05,2.1123e-05,-1.3969e-05,9.7589e-06,3.3446e-07,0.295,0.0254,46.098,0,0,23000,2.3636,0.23946,46.798,2.1308e-05,115.78,167.19,344.07,-35.628,-16.863,82.353,-0.62887,-0.0010113
27,291.6,46.409,0.0254,16.945,0.0032797,6.6666e-06,572.1,1017,298.15,2001,84.318,0.9,23000,0.19027,0.010874,1,1e-05,0.47581,0.84654,307.54,295.15,34,-0.0022014,-0.0013346,1.7777,1.4824e-07,-4.0151e-07,3.8847e-05,3.5112e-05,-1.0976e-05,-1.9653e-05,1.536e-07,0.295,0.0254,42.159,0,0,23000,2.3676,0.29495,46.903,6.3884e-05,84.903,136.02,344.32,-35.669,-16.885,82.514,-1.2208,-0.0010139
28,291.65,46.417,0.025398,16.952,0.0032849,1.0042e-05,572.1,1017,298.15,2001,82.042,0.9,23000,0.16987,0.010874,1,1.5e-05,0.48977,0.84776,307.54,295.15,25,-0.0022006,-0.0032875,1.7777,1.4935e-06,-1.166e-05,0.00010592,4.356e-05,-1.7775e-05,0.00035503,4.3044e-07,0.295,0.025398,41.021,0,0,23000,2.3703,0.31685,46.917,0.00013183,75.797,126.82,344.39,-35.719,-16.893,82.579,-1.7414,-0.0010116
29,291.58,46.406,0.0254,16.947,0.0032883,1.3467e-05,572.1,1017,298.15,2001,85.516,0.9,23000,0.19842,0.010874,1,2e-05,0.47037,0.84882,307.53,295.15,33,-0.0022001,-0.0014209,1.7777,1.9467e-07,-5.2358e-07,4.3528e-05,5.6029e-05,-1.4476e-05,-2.5482e-05,1.72e-07,0.295,0.0254,42.758,0,0,23000,2.3735,0.28799,46.891,0.00020666,88.505,139.67,344.3,-35.721,-16.894,82.562,-2.1412,-0.0010156
30,291.32,46.365,0.0254,16.943,0.0032897,1.6945e-05,572.1,1017,298.15,2001,94.693,0.9,23000,0.27592,0.010874,1,2.5e-05,0.42496,0.8499,307.53,295.15,29,-0.0021979,-0.0021358,1.7777,2.3922e-07,-4.3803e-07,6.8316e-05,6.4679e-05,-8.1233e-06,-2.0493e-05,2.6986e-07,0.295,0.0254,47.346,0,0,23000,2.3751,0.23067,46.773,0.00030364,122.95,174.45,344,-35.671,-16.881,82.384,-2.3917,-0.0010152
31,290.92,46.301,0.0254,16.896,0.0032635,6.618e-07,572.1,1017,298.15,2001,105.46,0.9,23000,0.35035,0.011446,1,1e-06,0.37854,0.8443,307.55,295.15,35,-0.0021971,-0.0012678,1.7777,3.794e-08,2.4237e-07,3.4836e-05,1.3866e-05,1.3085e-05,1.0966e-05,1.3765e-07,0.295,0.0254,52.729,0,0,23000,2.3627,0.18476,46.581,1.4649e-06,164.22,216.07,343.52,-35.521,-16.838,82.046,-0.1268,-0.0010133
32,291.33,46.367,0.0254,16.935,0.003272,3.3215e-06,572.1,1017,298.15,2001,93.821,0.9,23000,0.25962,0.011446,1,5e-06,0.4266,0.84531,307.55,295.15,31,-0.0022004,-0.0018218,1.7777,1.4232e-07,-3.4318e-07,5.46e-05,2.6695e-05,-9.4541e-06,-1.8874e-05,2.158e-07,0.295,0.0254,46.911,0,0,23000,2.3635,0.23093,46.782,2.0547e-05,121.84,173.32,344.01,-35.618,-16.859,82.327,-0.62811,-0.0010126
33,291.57,46.405,0.025397,16.944,0.0032791,6.6646e-06,572.1,1017,298.15,2001,85.385,0.9,23000,0.19027,0.011446,1,1e-05,0.46976,0.84655,307.54,295.15,26,-0.0022009,-0.0029815,1.7777,9.0635e-07,-4.7763e-06,9.4557e-05,3.2934e-05,-2.7168e-06,-0.00022131,3.8561e-07,0.295,0.025397,42.693,0,0,23000,2.3673,0.2855,46.876,6.7439e-05,89.349,140.49,344.29,-35.69,-16.88,82.504,-1.222,-0.0010115
34,291.63,46.414,0.0254,16.948,0.0032845,1.0046e-05,572.1,1017,298.15,2001,83.186,0.9,23000,0.16987,0.011446,1,1.5e-05,0.48299,0.84769,307.54,295.15,35,-0.0022014,-0.001164,1.7777,1.4035e-07,-3.4606e-07,3.4957e-05,5.3671e-05,-9.3134e-06,-1.828e-05,1.3815e-07,0.295,0.0254,41.593,0,0,23000,2.3706,0.30702,46.927,0.00013205,79.776,130.86,344.36,-35.713,-16.891,82.585,-1.7369,-0.0010154
35,291.55,46.401,0.025397,16.946,0.0032876,1.3462e-05,572.1,1017,298.15,2001,86.633,0.9,23000,0.19842,0.011446,1,2e-05,0.46421,0.84883,307.53,295.15,26,-0.0021996,-0.0029376,1.7777,1.0552e-06,-5.1262e-06,9.4856e-05,5.4004e-05,-8.0358e-06,-0.00023028,3.8662e-07,0.295,0.025397,43.317,0,0,23000,2.3731,0.27863,46.863,0.00021082,93.137,144.33,344.27,-35.713,-16.889,82.522,-2.1442,-0.0010131
36,291.27,46.356,0.0254,16.925,0.0032887,1.6945e-05,572.1,1017,298.15,2001,96.448,0.9,23000,0.27592,0.011446,0.99999,2.5e-05,0.4171,0.84983,307.52,295.15,30,-0.0021978,-0.0019111,1.7777,2.503e-07,-5.2562e-07,6.1427e-05,7.0975e-05,-1.2319e-05,-2.5572e-05,2.4251e-07,0.295,0.0254,48.224,0,0,23000,2.3769,0.22232,46.753,0.00031089,129.37,180.95,343.92,-35.659,-16.886,82.376,-2.3884,-0.0010159
